# DOT SELECT - EVERYTHING THE TRAIN-WINDOW SCREEN CUT, WITH THE CRITERION THAT CUT IT.
# SEED=0 book_size=297
# Screened on the RAW F0 scan. The 6,488/6,034 pre-filter is deliberately NOT applied: it uses full-sample agg_pf, folds_plus and trades computed over the months the screen is meant to validate against, so layering a train-only screen on it means the population was already selected with the answer.
signal_def,direction,train_trades,train_wins,train_PF,buckets_present,buckets_profitable,bucket_profit_frac,train_net,reject_criterion
Micro_IBSP:hi + VWAP_Side:==-1 + OR_High_Side:==1,LONG,8,6,1.4671,3,3,1.0,116.5,trades 8 < 12
Micro_Lambda:hi + VAH_Dist_ATR:lo + ST_Flip_Event:==-1,LONG,5,5,inf,4,4,1.0,239.5,trades 5 < 12
Micro_LogReturn:hi + Micro_Rejection:hi + PrevDay_High_Side:==1,SHORT,36,33,3.1099,5,3,0.6,600.7,bucket_profit_frac 0.600 < 0.667 (3/5)
Micro_MicroGap:hi + Upper_Wick:lo + RangeOsc_State:==-2,LONG,9,9,inf,4,4,1.0,327.7,trades 9 < 12
Micro_MicroGap:hi + Lower_Wick:hi + VAH_Side:==0,SHORT,23,19,1.8298,5,3,0.6,374.0,train_PF 1.8298 < 2.0
Micro_MomoTransfer:lo + VAL_Dist_ATR:lo + D2D_Signal:==1,LONG,15,11,2.1383,5,3,0.6,827.1,bucket_profit_frac 0.600 < 0.667 (3/5)
Micro_MomoTransfer:hi + PrevDay_Low_Dist_ATR:hi + OR_Position:lo,LONG,4,3,2.5069,2,1,0.5,153.4,trades 4 < 12
Micro_OrderFlowDelta:lo + Micro_RangeVelocity:hi + Micro_TickIntensity:hi,SHORT,25,21,2.0206,6,3,0.5,341.4,bucket_profit_frac 0.500 < 0.667 (3/6)
Micro_RangeAccel:hi + VWAP_Dist_ATR:lo + PrevDay_Close_Dist_ATR:hi,LONG,2,2,inf,2,2,1.0,468.7,trades 2 < 12
Micro_RangeVelocity:lo + WeeklyOpen_Dist_ATR:lo + ST_Flip_Event:==1,SHORT,19,15,1.1261,6,4,0.6667,38.8,train_PF 1.1261 < 2.0
Micro_Rejection:lo + MultiDay_Position:lo + OR_High_Side:==1,SHORT,22,18,1.2011,3,2,0.6667,56.4,train_PF 1.2011 < 2.0
Micro_RollProxy:hi + VAL_Dist_ATR:hi + VA_Position:lo,SHORT,9,9,inf,1,1,1.0,146.3,trades 9 < 12
Micro_RollProxy:lo + ST_Flip_Event:==1 + PrevDay_High_Side:==1,SHORT,11,10,1.8441,3,2,0.6667,89.9,trades 11 < 12
Micro_RollProxy:lo + VAH_Side:==0 + PrevDay_Low_Side:==1,SHORT,35,28,1.4734,5,3,0.6,371.8,train_PF 1.4734 < 2.0
Micro_ThrustEff:hi + VAH_Dist_ATR:hi + Session_High_Dist_ATR:hi,SHORT,2,2,inf,1,1,1.0,17.6,trades 2 < 12
Micro_TickIntensity:lo + VWAP_Sigma:hi + D2D_Signal:==1,LONG,24,21,3.1402,4,2,0.5,1164.9,bucket_profit_frac 0.500 < 0.667 (2/4)
Micro_TickIntensity:lo + RangeOsc_State:==-1 + AT_Regime_LT:==0,LONG,10,9,5.3975,5,5,1.0,840.8,trades 10 < 12
Micro_VPIN:hi + Micro_VolAccel:hi + PoC_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_VPIN:lo + Volume:lo + PoC_Side:==0,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_WickImbalance:lo + DailyOpen_Dist_ATR:hi + VWAP_Sigma_ATR:lo,LONG,1,1,inf,1,1,1.0,48.2,trades 1 < 12
VAH_Dist_ATR:hi + DailyOpen_Dist_ATR:hi + OR_Low_Side:==-1,SHORT,8,7,2.7599,2,2,1.0,115.8,trades 8 < 12
PrevDay_Low_Dist_ATR:lo + Round_1000_Dist_ATR:hi + OR_High_Side:==-1,LONG,3,3,inf,2,2,1.0,197.8,trades 3 < 12
PrevDay_Low_Dist_ATR:lo + Round_1000_Dist_ATR:hi + OR_Low_Side:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
DailyOpen_Dist_ATR:hi + TChan_A15:hi + ST_Flip_Event:==1,SHORT,3,3,inf,2,2,1.0,43.8,trades 3 < 12
Round_100_Dist_ATR:hi + ST_Flip_Event:==1 + PrevDay_High_Side:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Round_500_Dist_ATR:hi + RangeOsc_State:==-2 + ST_Flip_Event:==-1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Round_500_Dist_ATR:lo + PrevDay_Low_Side:==-1 + OR_High_Side:==1,LONG,23,19,1.4509,3,3,1.0,276.1,train_PF 1.4509 < 2.0
Round_1000_Dist_ATR:hi + OR_Position:lo + PrevDay_High_Side:==1,SHORT,4,4,inf,2,2,1.0,45.5,trades 4 < 12
OR_Low_Dist_ATR:hi + Session_Low_Dist_ATR:hi + VWAP_Sigma:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
OR_Low_Dist_ATR:hi + D2D_DirStep:==-1 + RangeOsc_State:==-2,LONG,6,4,2.1014,3,2,0.6667,156.4,trades 6 < 12
Session_High_Dist_ATR:lo + Session_Low_Dist_ATR:hi + VWAP_Sigma_ATR:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Session_Low_Dist_ATR:lo + VWAP_Sigma:lo + RangeOsc_State:==2,LONG,10,10,inf,5,5,1.0,331.4,trades 10 < 12
VA_Position:lo + OR_Position:hi + RangeOsc_State:==-2,SHORT,3,3,inf,2,2,1.0,95.8,trades 3 < 12
Upper_Wick:hi + VWAP_Sigma:lo + VAH_Side:==0,SHORT,2,2,inf,2,2,1.0,195.9,trades 2 < 12
ATR_1M:hi + Volume_Avg_10:lo + AT_Regime_ST:==1,LONG,4,4,inf,3,3,1.0,239.4,trades 4 < 12
ATR_1M:hi + WeeklyOpen_Dist_ATR:hi + Body_Size:lo,SHORT,20,16,1.1163,5,2,0.4,31.1,train_PF 1.1163 < 2.0
Bar_Range:lo + D2D_ATR:lo + PoC_Side:==0,SHORT,1,1,inf,1,1,1.0,0.6,trades 1 < 12
Bar_Range:lo + D2D_Dynamic_Sensitivity:lo + Momentum_Value:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_ATR:lo + OR_Low_Dist_ATR:hi + Harmonic_OBVf_Concordance:==1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_ATR:hi + WeeklyOpen_Dist_ATR:hi + ADX_Value:hi,SHORT,36,31,2.3662,5,3,0.6,643.6,bucket_profit_frac 0.600 < 0.667 (3/5)
D2D_ATR_MA:hi + Bars_Since_Flip:hi + OR_High_Side:==-1,LONG,68,58,1.9967,6,5,0.8333,1146.4,train_PF 1.9967 < 2.0
D2D_ATR_MA:lo + Micro_HLAsymmetry:lo + OR_Position:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_ATR_MA:lo + Micro_Lambda:hi + OR_Low_Dist_ATR:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Dn_Count:hi + AT_Lookback_ST:hi + Micro_AutoCorr:lo,SHORT,2,2,inf,2,2,1.0,114.0,trades 2 < 12
D2D_Dn_Count:hi + Sqz_Val:lo + TChan_A15:lo,SHORT,3,3,inf,3,3,1.0,178.2,trades 3 < 12
D2D_Dn_Count:hi + VWAP_Dist_ATR:hi + Harmonic_D2D_Concordance:==1,SHORT,4,4,inf,2,2,1.0,191.0,trades 4 < 12
D2D_Dynamic_Sensitivity:lo + Efficiency_Ratio:hi + PrevDay_Low_Side:==-1,LONG,12,10,1.6697,4,4,1.0,256.1,train_PF 1.6697 < 2.0
D2D_Dynamic_Sensitivity:lo + Micro_Rejection:lo + TChan_A15:hi,LONG,23,20,1.656,5,2,0.4,301.5,train_PF 1.656 < 2.0
D2D_Dynamic_Sensitivity:lo + TChan_A15:lo + ST_Flip_Event:==-1,LONG,2,2,inf,2,2,1.0,165.9,trades 2 < 12
D2D_Persist:lo + Micro_MomoTransfer:lo + PrevDay_Low_Dist_ATR:lo,LONG,7,7,inf,3,3,1.0,619.5,trades 7 < 12
D2D_Persist:lo + Micro_RangeVelocity:hi + Micro_VolAccel:hi,LONG,7,6,8.6844,4,3,0.75,535.6,trades 7 < 12
D2D_Persist:hi + VWAP_Dist_ATR:hi + PrevDay_High_Dist_ATR:hi,SHORT,3,3,inf,1,1,1.0,29.9,trades 3 < 12
D2D_Persist:hi + MultiDay_Position:hi + ADX_Rising:==0,SHORT,5,5,inf,3,3,1.0,106.4,trades 5 < 12
D2D_Persist:hi + Upper_Wick:hi + PrevDay_Low_Side:==-1,SHORT,11,11,inf,4,4,1.0,247.8,trades 11 < 12
D2D_Persist:hi + VWAP_Sigma:hi + PrevDay_Close_Side:==1,SHORT,11,11,inf,2,2,1.0,278.5,trades 11 < 12
D2D_Up_Count:hi + OBV_Velocity:hi + Session_High_Dist_ATR:lo,LONG,23,20,3.1818,5,3,0.6,1084.8,bucket_profit_frac 0.600 < 0.667 (3/5)
D2D_Up_Count:hi + Volume_Ratio_10:lo + Round_1000_Dist_ATR:lo,LONG,1,1,inf,1,1,1.0,20.9,trades 1 < 12
D2D_Up_Count:hi + Micro_Entropy:hi + TChan_A15:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Up_Count:hi + Micro_WickImbalance:hi + Lower_Wick:lo,LONG,10,10,inf,3,3,1.0,517.1,trades 10 < 12
D2D_Up_Count:hi + VWAP_Sigma_ATR:hi + RangeOsc_State:==1,LONG,2,2,inf,2,2,1.0,74.4,trades 2 < 12
AT_Lookback_LT:hi + Slope_EMA_ST:hi + OBV_Macd:lo,LONG,19,14,1.6138,5,3,0.6,354.2,train_PF 1.6138 < 2.0
AT_Lookback_LT:hi + Sqz_Val:hi + Micro_VolOfVol:hi,SHORT,9,7,1.1923,5,3,0.6,48.2,trades 9 < 12
AT_Lookback_LT:hi + OR_Position:hi + DailyOpen_Side:==-1,LONG,23,20,2.0078,4,2,0.5,529.0,bucket_profit_frac 0.500 < 0.667 (2/4)
AT_Score_LT:lo + Slope_Accel_ST:hi + OR_Low_Dist_ATR:hi,SHORT,22,17,0.9512,2,1,0.5,-21.7,train_PF 0.9512 < 2.0
AT_Score_LT:lo + Sqz_Val:hi + Micro_VolAccel:hi,SHORT,19,15,1.8307,4,4,1.0,212.9,train_PF 1.8307 < 2.0
AT_Score_LT:hi + Efficiency_Ratio:lo + OR_High_Side:==-1,SHORT,11,11,inf,4,4,1.0,367.6,trades 11 < 12
AT_Score_LT:hi + Micro_VolAccel:hi + RangeOsc_State:==2,SHORT,6,6,inf,4,4,1.0,125.2,trades 6 < 12
AT_Score_LT:hi + PrevDay_Low_Dist_ATR:lo + Body_Size:hi,LONG,23,19,1.1399,5,3,0.6,113.1,train_PF 1.1399 < 2.0
AT_Score_LT:lo + Round_1000_Dist_ATR:hi + WeeklyOpen_Dist_ATR:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
AT_Score_ST:lo + OBV_Macd:lo + Volume:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
AT_Score_ST:hi + Dist_To_PoC_ATR:lo + Body_Size:hi,LONG,13,11,1.8831,6,5,0.8333,337.7,train_PF 1.8831 < 2.0
AT_Score_ST:hi + Micro_BarOverlap:lo + D2D_Signal:==-1,SHORT,13,11,1.9195,6,4,0.6667,244.3,train_PF 1.9195 < 2.0
AT_Score_ST:lo + Micro_CSSpread:lo + D2D_DirStep:==-1,LONG,8,6,1.2449,5,3,0.6,31.1,trades 8 < 12
AT_Score_ST:lo + Micro_CSSpread:hi + WeeklyOpen_Side:==-1,LONG,4,4,inf,3,3,1.0,148.2,trades 4 < 12
AT_Score_ST:lo + Micro_Hurst:hi + Micro_Lambda:hi,LONG,5,5,inf,3,3,1.0,211.7,trades 5 < 12
AT_Score_ST:lo + Micro_VolAccel:hi + DailyOpen_Side:==1,LONG,8,6,1.4458,3,3,1.0,61.7,trades 8 < 12
AT_Slope_LT:lo + Sqz_Val:hi + Lower_Wick:lo,SHORT,31,26,1.5559,5,3,0.6,297.4,train_PF 1.5559 < 2.0
AT_Slope_LT:hi + Micro_RangeAccel:hi + RangeOsc_State:==2,LONG,41,37,5.3211,4,2,0.5,2083.2,bucket_profit_frac 0.500 < 0.667 (2/4)
AT_Slope_ST:lo + OBV_Velocity:lo + VAH_Dist_ATR:hi,LONG,7,6,0.9112,3,2,0.6667,-10.7,trades 7 < 12
AT_Slope_ST:lo + OBV_Velocity:hi + DailyOpen_Side:==1,SHORT,8,8,inf,3,3,1.0,193.4,trades 8 < 12
AT_Slope_ST:hi + Momentum_Value:hi + OR_High_Side:==0,SHORT,5,5,inf,4,4,1.0,80.2,trades 5 < 12
AT_Slope_ST:hi + Efficiency_Ratio:hi + Micro_CSSpread:lo,SHORT,10,9,4.8976,5,4,0.8,346.5,trades 10 < 12
AT_Slope_ST:hi + Micro_IBSP:lo + Upper_Wick:lo,SHORT,4,4,inf,4,4,1.0,214.5,trades 4 < 12
Bars_Since_Flip:hi + Sqz_Val:hi + Micro_MomoTransfer:lo,SHORT,32,28,1.911,5,5,1.0,382.0,train_PF 1.911 < 2.0
Bars_Since_Flip:hi + Momentum_Value:lo + ADX_Value:hi,LONG,15,13,1.841,5,4,0.8,205.3,train_PF 1.841 < 2.0
Bars_Since_Flip:hi + WeeklyOpen_Dist_ATR:lo + PrevDay_Low_Side:==-1,LONG,19,15,2.1652,5,3,0.6,423.8,bucket_profit_frac 0.600 < 0.667 (3/5)
Slope_EMA_LT:lo + Slope_Accel_ST:hi + OBV_Macd:hi,LONG,8,6,1.0338,4,3,0.75,6.1,trades 8 < 12
Slope_EMA_LT:lo + Micro_WickImbalance:hi + ST_Flip_Event:==-1,LONG,11,11,inf,5,5,1.0,311.8,trades 11 < 12
Slope_EMA_ST:hi + Sqz_Val:lo + MultiDay_Slope:hi,LONG,20,16,1.3576,4,2,0.5,172.5,train_PF 1.3576 < 2.0
Slope_EMA_ST:lo + Round_100_Dist_ATR:lo + VWAP_Sigma:hi,LONG,34,30,2.2065,5,3,0.6,492.5,bucket_profit_frac 0.600 < 0.667 (3/5)
Slope_Accel_LT:lo + EMA_Oscillator:hi + Micro_RangeVelocity:lo,LONG,26,22,2.3128,5,3,0.6,623.6,bucket_profit_frac 0.600 < 0.667 (3/5)
Slope_Accel_LT:hi + Volume_Avg_10:lo + Round_100_Dist_ATR:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Slope_Accel_LT:lo + Volume_Ratio_10:lo + Session_Low_Dist_ATR:hi,LONG,2,2,inf,1,1,1.0,44.8,trades 2 < 12
Slope_Accel_LT:lo + Efficiency_Ratio:lo + Session_Low_Dist_ATR:hi,LONG,3,2,0.6218,1,0,0.0,-44.7,trades 3 < 12
Slope_Accel_LT:hi + Efficiency_Ratio:hi + Sqz_State:==1,LONG,29,23,1.2684,6,5,0.8333,191.4,train_PF 1.2684 < 2.0
Slope_Accel_LT:hi + Micro_Amihud:hi + D2D_DirStep:==1,SHORT,9,8,3.6889,3,3,1.0,411.4,trades 9 < 12
Slope_Accel_LT:lo + Micro_BarEntropy:hi + VA_Position:hi,LONG,13,11,2.1126,2,2,1.0,155.1,buckets_present 2 < 3
Slope_Accel_LT:hi + Micro_HLAsymmetry:hi + OR_Low_Side:==-1,SHORT,20,15,2.0184,5,2,0.4,369.9,bucket_profit_frac 0.400 < 0.667 (2/5)
Slope_Accel_LT:lo + Micro_PriceAccel:hi + Micro_WickImbalance:lo,LONG,15,13,1.7993,5,3,0.6,219.8,train_PF 1.7993 < 2.0
Slope_Accel_LT:hi + Micro_TickIntensity:lo + TChan_A15:lo,LONG,9,9,inf,4,4,1.0,462.4,trades 9 < 12
Slope_Accel_LT:lo + DailyOpen_Dist_ATR:hi + OBVf_Signal:==1,SHORT,26,22,1.5687,4,3,0.75,144.9,train_PF 1.5687 < 2.0
Slope_Accel_ST:hi + OBV_Macd:hi + VWAP_Dist_ATR:lo,SHORT,18,16,1.495,6,5,0.8333,108.3,train_PF 1.495 < 2.0
Slope_Accel_ST:hi + OBVf_DirStepCount:hi + RangeOsc_State:==-2,SHORT,10,8,2.0864,4,4,1.0,147.1,trades 10 < 12
Slope_Accel_ST:lo + Micro_OrderFlowDelta:lo + TChan_A15:lo,LONG,4,3,1.7597,2,2,1.0,108.1,trades 4 < 12
Slope_Accel_ST:hi + Session_High_Dist_ATR:hi + D2D_DirStep:==-1,LONG,4,4,inf,3,3,1.0,541.3,trades 4 < 12
Slope_Accel_ST:lo + Upper_Wick:hi + TChan_A15:lo,LONG,4,3,1.3096,2,1,0.5,59.2,trades 4 < 12
OBV_Macd:hi + OBV_Velocity:lo + Volume_Ratio_10:hi,LONG,15,12,1.4217,5,3,0.6,146.2,train_PF 1.4217 < 2.0
OBV_Macd:hi + OBV_Velocity:lo + VWAP_Sigma_ATR:lo,LONG,31,25,1.3736,5,3,0.6,287.8,train_PF 1.3736 < 2.0
OBV_Macd:hi + PrevDay_Low_Dist_ATR:hi + VWAP_Side:==-1,LONG,1,1,inf,1,1,1.0,10.5,trades 1 < 12
OBV_Macd:lo + VA_Position:lo + OR_Position:hi,SHORT,4,3,1.5436,2,2,1.0,39.3,trades 4 < 12
OBV_Velocity:hi + Micro_CSSpread:lo + Micro_Hurst:hi,SHORT,8,8,inf,3,3,1.0,209.0,trades 8 < 12
OBV_Velocity:hi + Micro_LogReturn:lo + OR_Position:hi,SHORT,13,12,1.4824,5,4,0.8,73.8,train_PF 1.4824 < 2.0
OBV_Velocity:hi + Micro_RollProxy:hi + VA_Position:hi,SHORT,14,13,4.4914,2,2,1.0,303.4,buckets_present 2 < 3
OBVf_DirStepCount:lo + ADX_Value:lo + VWAP_Z:lo,SHORT,9,8,3.2608,4,3,0.75,345.9,trades 9 < 12
KAMA_Dist:hi + VWAP_Sigma_ATR:hi + ADX_Value:lo,SHORT,5,5,inf,2,2,1.0,465.0,trades 5 < 12
KAMA_Dist:lo + RangeOsc_State:==-1 + AT_Regime_ST:==1,LONG,36,32,1.8824,6,4,0.6667,540.1,train_PF 1.8824 < 2.0
KAMA_Dist_ATR:lo + Micro_FractalDim:hi + VAL_Side:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
KAMA_Dist_ATR:hi + Session_Low_Dist_ATR:lo + Harmonic_D2D_Concordance:==0,LONG,6,5,0.8139,3,2,0.6667,-43.8,trades 6 < 12
KAMA_Dist_ATR:hi + D2D_DirStep:==1 + VWAP_Side:==-1,SHORT,5,3,0.3488,3,1,0.3333,-79.9,trades 5 < 12
KAMA_Slope:hi + Micro_ThrustEff:hi + VWAP_Sigma_ATR:hi,SHORT,4,4,inf,1,1,1.0,323.9,trades 4 < 12
KAMA_Slope:lo + DailyOpen_Dist_ATR:hi + RangeOsc_State:==2,SHORT,1,1,inf,1,1,1.0,11.2,trades 1 < 12
Sqz_Val:hi + Micro_AutoCorr:hi + ST_Flip_Event:==1,SHORT,15,12,1.6062,5,4,0.8,155.6,train_PF 1.6062 < 2.0
Sqz_Val:lo + Micro_FailedBreak:lo + VWAP_Sigma:lo,LONG,6,6,inf,3,3,1.0,373.0,trades 6 < 12
Sqz_Val:hi + Micro_FractalDim:hi + Lower_Wick:lo,SHORT,13,10,1.9578,3,2,0.6667,297.5,train_PF 1.9578 < 2.0
Sqz_Val:lo + Micro_ThrustEff:lo + VWAP_Z:hi,LONG,10,9,3.662,4,4,1.0,152.8,trades 10 < 12
Sqz_Val:hi + PrevDay_High_Dist_ATR:hi + Harmonic_D2D_Concordance:==1,SHORT,6,5,1.0537,4,3,0.75,5.9,trades 6 < 12
Sqz_Val:hi + VWAP_Sigma_ATR:hi + Lower_Wick:lo,SHORT,3,3,inf,2,2,1.0,150.4,trades 3 < 12
RangeOsc_Val:lo + Momentum_Value:hi + Body_Size:lo,SHORT,13,10,2.7096,6,3,0.5,276.1,bucket_profit_frac 0.500 < 0.667 (3/6)
RangeOsc_Val:lo + Micro_Amihud:lo + Micro_Rejection:lo,LONG,10,8,1.6785,4,3,0.75,87.6,trades 10 < 12
RangeOsc_Val:lo + Micro_AutoCorr:hi + Micro_BarEntropy:hi,LONG,4,4,inf,3,3,1.0,225.7,trades 4 < 12
RangeOsc_Val:lo + Micro_FailedBreak:lo + Micro_VolOfVol:lo,LONG,4,3,0.9232,2,1,0.5,-6.1,trades 4 < 12
RangeOsc_Val:lo + Micro_Hurst:lo + Micro_TickIntensity:lo,LONG,3,3,inf,2,2,1.0,270.4,trades 3 < 12
RangeOsc_Val:lo + Micro_Lambda:hi + Lower_Wick:hi,LONG,17,14,1.579,5,4,0.8,261.7,train_PF 1.579 < 2.0
RangeOsc_Val:lo + Upper_Wick:lo + VAH_Side:==1,LONG,10,10,inf,5,5,1.0,411.2,trades 10 < 12
RangeOsc_Val:lo + D2D_Signal:==0 + VWAP_Side:==1,LONG,7,6,2.1171,2,1,0.5,88.7,trades 7 < 12
Volume_Avg_10:lo + Micro_GarmanKlass:hi + WeeklyOpen_Side:==-1,LONG,4,4,inf,1,1,1.0,170.6,trades 4 < 12
Volume_Avg_10:lo + Micro_Rejection:hi + VWAP_Sigma:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Volume_Ratio_10:lo + Micro_Lambda:hi + VAL_Side:==-1,SHORT,1,1,inf,1,1,1.0,40.4,trades 1 < 12
Volume_Ratio_10:hi + Micro_RangeAccel:lo + D2D_Signal:==-1,SHORT,12,10,1.2065,5,3,0.6,63.2,train_PF 1.2065 < 2.0
Volume_Ratio_10:lo + VA_Position:hi + PrevDay_Low_Side:==-1,SHORT,4,4,inf,2,2,1.0,66.9,trades 4 < 12
Momentum_Value:lo + Micro_AutoCorr:hi + Micro_TickIntensity:lo,LONG,11,11,inf,6,6,1.0,1361.3,trades 11 < 12
Momentum_Value:hi + Micro_BarEntropy:lo + Micro_OrderFlowDelta:lo,SHORT,29,24,1.6338,5,4,0.8,340.8,train_PF 1.6338 < 2.0
Momentum_Value:lo + Micro_BarOverlap:hi + Micro_WickImbalance:lo,LONG,24,20,1.353,6,4,0.6667,116.5,train_PF 1.353 < 2.0
Momentum_Value:lo + Micro_CSSpread:lo + DailyOpen_Dist_ATR:hi,LONG,7,6,1.1825,2,1,0.5,14.8,trades 7 < 12
Momentum_Value:hi + Micro_GarmanKlass:lo + WeeklyOpen_Side:==-1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Momentum_Value:hi + Micro_MicroGap:hi + Harmonic_OBVf_Concordance:==1,SHORT,16,13,1.8803,5,3,0.6,175.0,train_PF 1.8803 < 2.0
Momentum_Value:lo + Micro_WickImbalance:lo + MultiDay_Position:hi,LONG,36,33,2.3862,5,3,0.6,568.9,bucket_profit_frac 0.600 < 0.667 (3/5)
Efficiency_Ratio:lo + Micro_BarEntropy:hi + Micro_VPIN:hi,LONG,7,6,0.6812,4,3,0.75,-52.7,trades 7 < 12
Efficiency_Ratio:hi + VWAP_Dist_ATR:lo + OR_Low_Dist_ATR:hi,LONG,6,6,inf,2,2,1.0,142.6,trades 6 < 12
Dist_To_PoC_ATR:lo + Micro_CSSpread:lo + Harmonic_OBVf_Concordance:==1,LONG,10,10,inf,4,4,1.0,345.1,trades 10 < 12
Micro_AutoCorr:hi + Micro_Entropy:lo + Micro_VPIN:lo,LONG,18,14,2.6376,5,3,0.6,897.4,bucket_profit_frac 0.600 < 0.667 (3/5)
Micro_AutoCorr:hi + Micro_VPIN:lo + ST_Flip_Event:==1,SHORT,7,7,inf,4,4,1.0,243.5,trades 7 < 12
Micro_AutoCorr:lo + MultiDay_Slope:hi + ST_Flip_Event:==-1,SHORT,1,1,inf,1,1,1.0,13.6,trades 1 < 12
Micro_BarEntropy:hi + Micro_TickIntensity:hi + VAL_Side:==0,SHORT,12,10,0.8032,4,3,0.75,-42.5,train_PF 0.8032 < 2.0
Micro_CSSpread:hi + Micro_OrderFlowDelta:lo + VAL_Side:==0,SHORT,36,29,1.3996,5,3,0.6,403.5,train_PF 1.3996 < 2.0
Micro_Entropy:lo + Round_1000_Dist_ATR:hi + Session_Low_Dist_ATR:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_FailedBreak:hi + MultiDay_Position:lo + ST_Flip_Event:==1,LONG,10,10,inf,4,4,1.0,411.7,trades 10 < 12
Micro_FractalDim:hi + Micro_RangeVelocity:lo + ST_Flip_Event:==1,SHORT,9,8,3.6904,3,3,1.0,173.8,trades 9 < 12
Micro_FractalDim:lo + Micro_TickIntensity:lo + Sqz_State:==1,LONG,7,6,12.7104,3,3,1.0,1116.0,trades 7 < 12
Micro_GarmanKlass:lo + Micro_MicroGap:lo + VWAP_Sigma:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_GarmanKlass:lo + Micro_TickIntensity:lo + VWAP_Sigma:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_HLAsymmetry:lo + Micro_LogReturn:hi + Micro_TickIntensity:hi,LONG,30,26,1.6598,5,3,0.6,541.4,train_PF 1.6598 < 2.0
Micro_Hurst:hi + VWAP_Z:lo + AT_Regime_LT:==0,SHORT,8,8,inf,3,3,1.0,405.3,trades 8 < 12
Micro_Hurst:hi + OBVf_Signal:==-1 + PrevDay_Low_Side:==-1,LONG,16,12,1.3303,5,3,0.6,247.9,train_PF 1.3303 < 2.0
Micro_MomoTransfer:hi + Micro_RangeVelocity:lo + ADX_Value:hi,SHORT,26,24,3.8067,5,3,0.6,630.1,bucket_profit_frac 0.600 < 0.667 (3/5)
Micro_MomoTransfer:lo + Micro_VolOfVol:hi + ST_Flip_Event:==1,LONG,11,10,2.2029,4,3,0.75,230.0,trades 11 < 12
Micro_MomoTransfer:hi + Micro_WickImbalance:lo + ST_Flip_Event:==-1,SHORT,7,6,3.2707,4,4,1.0,101.5,trades 7 < 12
Micro_OrderFlowDelta:lo + PrevDay_Low_Dist_ATR:hi + WeeklyOpen_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_RangeAccel:hi + Micro_TickIntensity:hi + Micro_VolAccel:lo,LONG,23,18,1.9975,6,5,0.8333,447.7,train_PF 1.9975 < 2.0
Micro_RangeVelocity:lo + Micro_VolAccel:hi + Volume:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_Rejection:lo + Micro_VolAccel:lo + ST_Flip_Event:==-1,LONG,4,4,inf,4,4,1.0,248.3,trades 4 < 12
Micro_Rejection:lo + PrevDay_Close_Dist_ATR:lo + ST_Flip_Event:==1,LONG,8,7,3.0743,5,5,1.0,396.6,trades 8 < 12
Micro_RollProxy:hi + PrevDay_Close_Dist_ATR:hi + RangeOsc_State:==2,LONG,9,7,0.9732,3,2,0.6667,-4.5,trades 9 < 12
Micro_TickIntensity:hi + OR_Low_Dist_ATR:hi + VWAP_Sigma:lo,LONG,10,9,1.542,1,1,1.0,66.4,trades 10 < 12
Micro_VPIN:hi + Round_100_Dist_ATR:lo + VAL_Side:==-1,SHORT,12,9,0.5508,5,2,0.4,-152.5,train_PF 0.5508 < 2.0
Micro_VolAccel:lo + Upper_Wick:lo + PoC_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_VolAccel:lo + RangeOsc_State:==-1 + PrevDay_High_Side:==1,LONG,10,10,inf,3,3,1.0,339.3,trades 10 < 12
Micro_VolOfVol:hi + VWAP_Dist_ATR:lo + ST_Flip_Event:==-1,LONG,16,14,1.6508,5,4,0.8,188.8,train_PF 1.6508 < 2.0
